,DOI,Sample_ID,Location,Countries,Source,Concentration,Concentration_Units,Approximate_Latitude,Approximate_Longitude,Sample_device_and_deployment_methods,Digestion,Filtration,Filter_Size,Microplastic_Identification_Method,Spectral_Analysis,Controls
0,10.1016/j.watres.2017.11.011,1|10.1016/j.watres.2017.11.011,Germany,Germany,bottled water,14,particles/L,51.1638175,10.4478313,Pre packaged bevarage cartons,Not Provided,polycarbonate filter,3 um,"Single Particle Explorer (SPE, rapID, Berlin)",Raman,Blank filters run through Raman
87,10.1016/j.sciotenv.2018.08.102,WTP1_Treated|10.1016/j.sciotenv.2018.08.178,Czech Republic,Czech Republic,tap water,443,particles/L,49.7439047,15.3381061,Tap water,Wet peroxide oxidation,Polytetraflouroethylene (PTFE) membrane filters,0.2 um; 5 um,SEM,FTIR,HPLC grade water procedural blanks
88,10.1016/j.sciotenv.2018.08.102,WTP2_Treated|10.1016/j.sciotenv.2018.08.178,Czech Republic,Czech Republic,tap water,338,particles/L,49.7439047,15.3381061,Tap water,Wet peroxide oxidation,Polytetraflouroethylene (PTFE) membrane filters,0.2 um; 5 um,SEM,FTIR,HPLC grade water procedural blanks
89,10.1016/j.sciotenv.2018.08.102,WTP3_Treated|10.1016/j.sciotenv.2018.08.178,Czech Republic,Czech Republic,tap water,628,particles/L,49.7439047,15.3381061,Tap water,Wet peroxide oxidation,Polytetraflouroethylene (PTFE) membrane filters,0.2 um; 5 um,SEM,FTIR,HPLC grade water procedural blanks
90,http://dce2.au.dk/pub/SR291.pdf,1|http://dce2.au.dk/pub/SR291.pdf,Knabrostræde (1210 Kbh. K),Denmark,tap water,29,particles/50 L,55.670249,10.3333283,,,,,,,
91,http://dce2.au.dk/pub/SR291.pdf,1|http://dce2.au.dk/pub/SR291.pdf,Knabrostræde (1210 Kbh. K),Denmark,tap water,18,particles/50 L,55.670249,10.3333283,,,,,,,
92,http://dce2.au.dk/pub/SR291.pdf,2|http://dce2.au.dk/pub/SR291.pdf,Eriksgade (1708 Kbh. V),Denmark,tap water,16,particles/50 L,55.670249,10.3333283,,,,,,,
93,http://dce2.au.dk/pub/SR291.pdf,3|http://dce2.au.dk/pub/SR291.pdf,Blegdamsvej (2200 Kbh N),Denmark,tap water,12,particles/50 L,55.670249,10.3333283,,,,,,,
94,http://dce2.au.dk/pub/SR291.pdf,4|http://dce2.au.dk/pub/SR291.pdf,Ernie Wilkins Vej (2450 Kbh S.),Denmark,tap water,13,particles/50 L,55.670249,10.3333283,,,,,,,
95,http://dce2.au.dk/pub/SR291.pdf,5|http://dce2.au.dk/pub/SR291.pdf,Saunte Bygade (3100 Hornbæk),Denmark,tap water,7,particles/50 L,55.670249,10.3333283,,,,,,,
96,http://dce2.au.dk/pub/SR291.pdf,6|http://dce2.au.dk/pub/SR291.pdf,Kolibrivej (4040 Jyllinge),Denmark,tap water,11,particles/50 L,55.670249,10.3333283,,,,,,,
97,http://dce2.au.dk/pub/SR291.pdf,7|http://dce2.au.dk/pub/SR291.pdf,Østre Alle? (4800 Nykøbing F),Denmark,tap water,10,particles/50 L,55.670249,10.3333283,,,,,,,
98,http://dce2.au.dk/pub/SR291.pdf,8|http://dce2.au.dk/pub/SR291.pdf,Ore Strandpark (4850 Stubbekøbing),Denmark,tap water,30,particles/50 L,55.670249,10.3333283,,,,,,,
99,http://dce2.au.dk/pub/SR291.pdf,9|http://dce2.au.dk/pub/SR291.pdf,Villestofteheg-net (5210 Odense NV),Denmark,tap water,12,particles/50 L,55.670249,10.3333283,,,,,,,
100,http://dce2.au.dk/pub/SR291.pdf,10|http://dce2.au.dk/pub/SR291.pdf,Lindehaven (5270 Odense),Denmark,tap water,13,particles/50 L,55.670249,10.3333283,,,,,,,
101,http://dce2.au.dk/pub/SR291.pdf,11|http://dce2.au.dk/pub/SR291.pdf,Dagmargade 6000 Odense C),Denmark,tap water,11,particles/50 L,55.670249,10.3333283,,,,,,,
102,http://dce2.au.dk/pub/SR291.pdf,12|http://dce2.au.dk/pub/SR291.pdf,Hjelmalle? (6200 Aabenra?),Denmark,tap water,27,particles/50 L,55.670249,10.3333283,,,,,,,
103,http://dce2.au.dk/pub/SR291.pdf,13|http://dce2.au.dk/pub/SR291.pdf,Lundsbjerg Industrivej (6200 Aabenra?),Denmark,tap water,9,particles/50 L,55.670249,10.3333283,,,,,,,
104,http://dce2.au.dk/pub/SR291.pdf,14|http://dce2.au.dk/pub/SR291.pdf,Kværsløkke (6300 Gråsten),Denmark,tap water,4,particles/50 L,55.670249,10.3333283,,,,,,,
105,http://dce2.au.dk/pub/SR291.pdf,15|http://dce2.au.dk/pub/SR291.pdf,Aavangen (9575 Terndrup),Denmark,tap water,19,particles/50 L,55.670249,10.3333283,,,,,,,
106,http://dce2.au.dk/pub/SR291.pdf,16|http://dce2.au.dk/pub/SR291.pdf,Gunnar Clausens vej (8260 Viby J.),Denmark,tap water,17,particles/50 L,55.670249,10.3333283,,,,,,,
107,http://dce2.au.dk/pub/SR291.pdf,17|http://dce2.au.dk/pub/SR291.pdf,Kristtornvej (8200 Aarhus N.),Denmark,tap water,13,particles/50 L,55.670249,10.3333283,,,,,,,
108,10.1016/j.hazmat.2021.125708,S2|10.1016/j.hazmat.2021.125708,"Algard lakes, Norway",Norway,tap water,9.7,ug/m3,61.1529386,8.7876653,Drinking water from treatment facilities,Wet peroxide oxidation,Fiberglass filters,0.7 um,GCMS Pyrolysis,GCMS Pyrolysis,6 procedural blanks; filtered Mili-Q
109,10.1016/j.hazmat.2021.125708,S3|10.1016/j.hazmat.2021.125708,South-western Norway,Norway,tap water,12.8,ug/m3,61.1529386,8.7876653,Drinking water from treatment facilities,Wet peroxide oxidation,Fiberglass filters,0.7 um,GCMS Pyrolysis,GCMS Pyrolysis,6 procedural blanks; filtered Mili-Q
110,10.1016/j.hazmat.2021.125708,S4|10.1016/j.hazmat.2021.125708,South-western Norway,Norway,tap water,6.1,ug/m3,61.1529386,8.7876653,Drinking water from treatment facilities,Wet peroxide oxidation,Fiberglass filters,0.7 um,GCMS Pyrolysis,GCMS Pyrolysis,6 procedural blanks; filtered Mili-Q
111,10.1016/j.chemosphere.2021.132587,settled|10.1016/j.chemosphere.2021.132587,"Ontario, Canada",Canada,tap water,11,particles/L,61.0666922,-107.991707,Drinking water from treatment facilities,KOH,polycarbonate filter,10 um,Visual,Raman,Field blanks; procedural blanks
112,10.1016/j.chemosphere.2021.132588,filtered|10.1016/j.chemosphere.2021.132587,"Ontario, Canada",Canada,tap water,11,particles/L,61.0666922,-107.991707,,,,,,,
113,10.1016/j.chemosphere.2021.132589,clearwell|10.1016/j.chemosphere.2021.132587,"Ontario, Canada",Canada,tap water,31,particles/L,61.0666922,-107.991707,,,,,,,
114,10.1016/j.chemosphere.2021.132590,distribution|10.1016/j.chemosphere.2021.132587,"Ontario, Canada",Canada,tap water,20,particles/L,61.0666922,-107.991707,,,,,,,
115,10.1016/j.watres.2020.11.6519,V|10.1016/j.watres.2020.11.6519,"Skane, Sweeden",Sweden,tap water,,,59.6749712,14.5208584,Drinking water from treatment facilities,Density separation with sodium polytungstate,Stainless steel; fibreglass,5 um; 0.7 um,FTIR microscopy,FTIR; Py-GCMS,One blanks at each lab station; laminar flow bench
116,10.1016/j.watres.2020.11.6519,BJP|10.1016/j.watres.2020.11.6519,"Skane, Sweeden",Sweden,tap water,,,59.6749712,14.5208584,Drinking water from treatment facilities,Density separation with sodium polytungstate,Stainless steel; fibreglass,5 um; 0.7 um,FTIR microscopy,FTIR; Py-GCMS,One blanks at each lab station; laminar flow bench
117,10.1016/j.watres.2020.11.6519,BJH|10.1016/j.watres.2020.11.6519,"Skane, Sweeden",Sweden,tap water,,,59.6749712,14.5208584,Drinking water from treatment facilities,Density separation with sodium polytungstate,Stainless steel; fibreglass,5 um; 0.7 um,FTIR microscopy,FTIR; Py-GCMS,One blanks at each lab station; laminar flow bench
118,10.1016/j.watres.2020.11.6519,BOP|10.1016/j.watres.2020.11.6519,"Skane, Sweeden",Sweden,tap water,,,59.6749712,14.5208584,Drinking water from treatment facilities,Density separation with sodium polytungstate,Stainless steel; fibreglass,5 um; 0.7 um,FTIR microscopy,FTIR; Py-GCMS,One blanks at each lab station; laminar flow bench
119,10.1016/j.watres.2020.11.6519,BOH|10.1016/j.watres.2020.11.6519,"Skane, Sweeden",Sweden,tap water,,,59.6749712,14.5208584,Drinking water from treatment facilities,Density separation with sodium polytungstate,Stainless steel; fibreglass,5 um; 0.7 um,FTIR microscopy,FTIR; Py-GCMS,One blanks at each lab station; laminar flow bench
120,10.18520/cs/v117/i11/1874-1879,C|10.18520/cs/v117/i11/1874-1879,"Chennai, India",India,tap water,6,particles/L,22.3511148,78.6677428,Surface water; groundwater; commercial drinking water,Not Provided,Whatman cellulose fiber,0.45 um,SEM; EDX,FTIR,Not Provided
121,10.18520/cs/v117/i11/1874-1879,B1|10.18520/cs/v117/i11/1874-1879,"Chennai, India",India,tap water,5,particles/L,22.3511148,78.6677428,Surface water; groundwater; commercial drinking water,Not Provided,Whatman cellulose fiber,0.45 um,SEM; EDX,FTIR,Not Provided
122,10.18520/cs/v117/i11/1874-1879,B2|10.18520/cs/v117/i11/1874-1879,"Chennai, India",India,tap water,5,particles/L,22.3511148,78.6677428,Surface water; groundwater; commercial drinking water,Not Provided,Whatman cellulose fiber,0.45 um,SEM; EDX,FTIR,Not Provided
123,10.18520/cs/v117/i11/1874-1879,B3|10.18520/cs/v117/i11/1874-1879,"Chennai, India",India,tap water,5,particles/L,22.3511148,78.6677428,Surface water; groundwater; commercial drinking water,Not Provided,Whatman cellulose fiber,0.45 um,SEM; EDX,FTIR,Not Provided
124,10.18520/cs/v117/i11/1874-1879,B4|10.18520/cs/v117/i11/1874-1879,"Chennai, India",India,tap water,5,particles/L,22.3511148,78.6677428,Surface water; groundwater; commercial drinking water,Not Provided,Whatman cellulose fiber,0.45 um,SEM; EDX,FTIR,Not Provided
125,10.18520/cs/v117/i11/1874-1879,B5|10.18520/cs/v117/i11/1874-1879,"Chennai, India",India,tap water,2,particles/L,22.3511148,78.6677428,Surface water; groundwater; commercial drinking water,Not Provided,Whatman cellulose fiber,0.45 um,SEM; EDX,FTIR,Not Provided
126,10.1016/j.scitotenv.2021.150545,A_BioTreatment|10.1016/j.scitotenv.2021.150545,,,tap water,610,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
127,10.1016/j.scitotenv.2021.150545,A_BioTreatment|10.1016/j.scitotenv.2021.150545,,,tap water,1042.6,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
128,10.1016/j.scitotenv.2021.150545,A_BioTreatment|10.1016/j.scitotenv.2021.150545,,,tap water,560,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
129,10.1016/j.scitotenv.2021.150545,A_Sedimentation|10.1016/j.scitotenv.2021.150545,,,tap water,1186,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
130,10.1016/j.scitotenv.2021.150545,A_Sedimentation|10.1016/j.scitotenv.2021.150545,,,tap water,1489,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
131,10.1016/j.scitotenv.2021.150545,A_Sedimentation|10.1016/j.scitotenv.2021.150545,,,tap water,100.4,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
132,10.1016/j.scitotenv.2021.150545,A_Ozonation|10.1016/j.scitotenv.2021.150545,,,tap water,353.2,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
133,10.1016/j.scitotenv.2021.150545,A_Ozonation|10.1016/j.scitotenv.2021.150545,,,tap water,1721.2,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
134,10.1016/j.scitotenv.2021.150545,A_Ozonation|10.1016/j.scitotenv.2021.150545,,,tap water,650,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
135,10.1016/j.scitotenv.2021.150545,A_BAC|10.1016/j.scitotenv.2021.150545,,,tap water,271.2,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
136,10.1016/j.scitotenv.2021.150545,A_BAC|10.1016/j.scitotenv.2021.150545,,,tap water,200.5,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
137,10.1016/j.scitotenv.2021.150545,A_BAC|10.1016/j.scitotenv.2021.150545,,,tap water,200.5,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
138,10.1016/j.scitotenv.2021.150545,A_Flocc|10.1016/j.scitotenv.2021.150545,,,tap water,62.7,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
139,10.1016/j.scitotenv.2021.150545,A_Flocc|10.1016/j.scitotenv.2021.150545,,,tap water,774.1,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
140,10.1016/j.scitotenv.2021.150545,A_Flocc|10.1016/j.scitotenv.2021.150545,,,tap water,200.8,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
141,10.1016/j.scitotenv.2021.150545,A_Sand|10.1016/j.scitotenv.2021.150545,,,tap water,280.6,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
142,10.1016/j.scitotenv.2021.150545,A_Sand|10.1016/j.scitotenv.2021.150545,,,tap water,260.4,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
143,10.1016/j.scitotenv.2021.150545,A_Sand|10.1016/j.scitotenv.2021.150545,,,tap water,200,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
144,10.1016/j.scitotenv.2021.150545,A_Treated|10.1016/j.scitotenv.2021.150545,,,tap water,180.1,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
145,10.1016/j.scitotenv.2021.150545,A_Treated|10.1016/j.scitotenv.2021.150545,,,tap water,200.1,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
146,10.1016/j.scitotenv.2021.150545,A_Treated|10.1016/j.scitotenv.2021.150545,,,tap water,90,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
147,10.1016/j.scitotenv.2021.150545,B_BioTreatment|10.1016/j.scitotenv.2021.150545,,,tap water,394.1,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
148,10.1016/j.scitotenv.2021.150545,B_BioTreatment|10.1016/j.scitotenv.2021.150545,,,tap water,1092.3,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
149,10.1016/j.scitotenv.2021.150545,B_BioTreatment|10.1016/j.scitotenv.2021.150545,,,tap water,2030,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
150,10.1016/j.scitotenv.2021.150545,B_Sedimentation|10.1016/j.scitotenv.2021.150545,,,tap water,451.3,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
151,10.1016/j.scitotenv.2021.150545,B_Sedimentation|10.1016/j.scitotenv.2021.150545,,,tap water,1042,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
152,10.1016/j.scitotenv.2021.150545,B_Sedimentation|10.1016/j.scitotenv.2021.150545,,,tap water,504.1,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
153,10.1016/j.scitotenv.2021.150545,B_Ozonation|10.1016/j.scitotenv.2021.150545,,,tap water,300,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
154,10.1016/j.scitotenv.2021.150545,B_Ozonation|10.1016/j.scitotenv.2021.150545,,,tap water,252,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
155,10.1016/j.scitotenv.2021.150545,B_Ozonation|10.1016/j.scitotenv.2021.150545,,,tap water,552.4,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
156,10.1016/j.scitotenv.2021.150545,B_BAC|10.1016/j.scitotenv.2021.150545,,,tap water,413.2,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
157,10.1016/j.scitotenv.2021.150545,B_BAC|10.1016/j.scitotenv.2021.150545,,,tap water,230,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
158,10.1016/j.scitotenv.2021.150545,B_BAC|10.1016/j.scitotenv.2021.150545,,,tap water,232,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
159,10.1016/j.scitotenv.2021.150545,B_Flocc|10.1016/j.scitotenv.2021.150545,,,tap water,276.4,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
160,10.1016/j.scitotenv.2021.150545,B_Flocc|10.1016/j.scitotenv.2021.150545,,,tap water,140,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
161,10.1016/j.scitotenv.2021.150545,B_Flocc|10.1016/j.scitotenv.2021.150545,,,tap water,161.5,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
162,10.1016/j.scitotenv.2021.150545,B_Sand|10.1016/j.scitotenv.2021.150545,,,tap water,150.3,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
163,10.1016/j.scitotenv.2021.150545,B_Sand|10.1016/j.scitotenv.2021.150545,,,tap water,130.1,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
164,10.1016/j.scitotenv.2021.150545,B_Sand|10.1016/j.scitotenv.2021.150545,,,tap water,55,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
165,10.1016/j.scitotenv.2021.150545,B_Treated|10.1016/j.scitotenv.2021.150545,,,tap water,160,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
166,10.1016/j.scitotenv.2021.150545,B_Treated|10.1016/j.scitotenv.2021.150545,,,tap water,0.1,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
167,10.1016/j.scitotenv.2021.150545,B_Treated|10.1016/j.scitotenv.2021.150545,,,tap water,30,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
168,10.1016/j.scitotenv.2021.150545,C_BioTreatment|10.1016/j.scitotenv.2021.150545,,,tap water,0.15,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
169,10.1016/j.scitotenv.2021.150545,C_BioTreatment|10.1016/j.scitotenv.2021.150545,,,tap water,0.2,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
170,10.1016/j.scitotenv.2021.150545,C_BioTreatment|10.1016/j.scitotenv.2021.150545,,,tap water,0.25,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
171,10.1016/j.scitotenv.2021.150545,C_Sedimentation|10.1016/j.scitotenv.2021.150545,,,tap water,0.05,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
172,10.1016/j.scitotenv.2021.150545,C_Sedimentation|10.1016/j.scitotenv.2021.150545,,,tap water,0.07,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
173,10.1016/j.scitotenv.2021.150545,C_Sedimentation|10.1016/j.scitotenv.2021.150545,,,tap water,0.26,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
174,10.1016/j.scitotenv.2021.150545,C_Ozonation|10.1016/j.scitotenv.2021.150545,,,tap water,0,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
175,10.1016/j.scitotenv.2021.150545,C_Ozonation|10.1016/j.scitotenv.2021.150545,,,tap water,0.14,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
176,10.1016/j.scitotenv.2021.150545,C_Ozonation|10.1016/j.scitotenv.2021.150545,,,tap water,0.19,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
177,10.1016/j.scitotenv.2021.150545,C_BAC|10.1016/j.scitotenv.2021.150545,,,tap water,0,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
178,10.1016/j.scitotenv.2021.150545,C_BAC|10.1016/j.scitotenv.2021.150545,,,tap water,2.68,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
179,10.1016/j.scitotenv.2021.150545,C_BAC|10.1016/j.scitotenv.2021.150545,,,tap water,0.13,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
180,10.1016/j.scitotenv.2021.150545,C_Flocc|10.1016/j.scitotenv.2021.150545,,,tap water,0,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
181,10.1016/j.scitotenv.2021.150545,C_Flocc|10.1016/j.scitotenv.2021.150545,,,tap water,0.1,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
182,10.1016/j.scitotenv.2021.150545,C_Flocc|10.1016/j.scitotenv.2021.150545,,,tap water,0.17,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
183,10.1016/j.scitotenv.2021.150545,C_Sand|10.1016/j.scitotenv.2021.150545,,,tap water,0,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
184,10.1016/j.scitotenv.2021.150545,C_Sand|10.1016/j.scitotenv.2021.150545,,,tap water,0,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
185,10.1016/j.scitotenv.2021.150545,C_Sand|10.1016/j.scitotenv.2021.150545,,,tap water,0.09,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
186,10.1016/j.scitotenv.2021.150545,C_Treated|10.1016/j.scitotenv.2021.150545,,,tap water,0,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
187,10.1016/j.scitotenv.2021.150545,C_Treated|10.1016/j.scitotenv.2021.150545,,,tap water,0,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
188,10.1016/j.scitotenv.2021.150545,C_Treated|10.1016/j.scitotenv.2021.150545,,,tap water,0,particles/L,,,Drinking water from treatment facilities,Not Provided,Stainless steel; PTFE membrane filters,10 um; 5 um; 0.45 um,Not Provided,Raman,Positive and negative lab controls
189,10.1371/journal.pone.0236838,Mintenig|10.1371/journal.pone.0236838,,,tap water,0.0007,particles/L,,,Literature review,hydrochloric acid; wet peroxide oxidation; acetic acid; ,Stainless steel; membrane; anodisc; aluminum oxide,3 um; 0.2 um; 5 um; 0.22 um; 0.45 um,Not Provided,FTIR; Raman; m-FTIR; m-Raman,Not Provided
